Contigs	Prediction_software	type	start	end	bitscore	strand	\ 	Information	COVERAGE
131039_AS_042zhAM	Prodigal:002006	CDS	5999	6700	.	-	0	ID=JHFGFCBP_01666;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01666;product=hypothetical protein	116.594017
131039_AS_042zhAM	Prodigal:002006	CDS	6672	6932	.	-	0	ID=JHFGFCBP_01667;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01667;product=hypothetical protein	114.3371658
131039_AS_042zhAM	Prodigal:002006	CDS	7043	7630	.	+	0	ID=JHFGFCBP_01668;Name=isf;gene=isf;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q50562;locus_tag=JHFGFCBP_01668;product=Iron-sulfur flavoprotein	148.29422
131039_AS_042zhAM	Prodigal:002006	CDS	8073	8294	.	-	0	ID=JHFGFCBP_01669;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01669;product=hypothetical protein	100.9099121
131708_AS_042zhAM	Prodigal:002006	CDS	503	1633	.	-	0	ID=JHFGFCBP_01670;Name=btuC_3;gene=btuC_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01004;locus_tag=JHFGFCBP_01670;product=Vitamin B12 import system permease protein BtuC	120.5234299
131708_AS_042zhAM	Prodigal:002006	CDS	1630	2412	.	-	0	ID=JHFGFCBP_01671;db_xref=COG:COG0330;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O59180;locus_tag=JHFGFCBP_01671;product=Stomatin	107.4125137
131708_AS_042zhAM	Prodigal:002006	CDS	2433	3278	.	-	0	ID=JHFGFCBP_01672;eC_number=2.1.1.163;Name=COQ5_4;gene=COQ5_4;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01813;locus_tag=JHFGFCBP_01672;product=2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial	121.8522491
131708_AS_042zhAM	Prodigal:002006	CDS	3287	4426	.	-	0	ID=JHFGFCBP_01673;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01673;product=hypothetical protein	133.4473724
131781_AS_042zhAM	Prodigal:002006	CDS	161	763	.	-	0	ID=JHFGFCBP_01674;Name=ycf3_8;gene=ycf3_8;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00439;locus_tag=JHFGFCBP_01674;product=Photosystem I assembly protein Ycf3	153.0862427
131781_AS_042zhAM	Prodigal:002006	CDS	881	1438	.	-	0	ID=JHFGFCBP_01675;eC_number=3.5.1.124;db_xref=COG:COG0693;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O59413;locus_tag=JHFGFCBP_01675;product=Deglycase	122.0985641
131781_AS_042zhAM	Prodigal:002006	CDS	1565	1861	.	+	0	ID=JHFGFCBP_01676;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01676;product=hypothetical protein	124.8653183
131781_AS_042zhAM	Prodigal:002006	CDS	1890	2381	.	-	0	ID=JHFGFCBP_01677;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01677;product=hypothetical protein	125.5203247
131781_AS_042zhAM	Prodigal:002006	CDS	2672	4666	.	+	0	ID=JHFGFCBP_01678;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01678;product=hypothetical protein	122.79599
133223_AS_042zhAM	Prodigal:002006	CDS	59	559	.	-	0	ID=JHFGFCBP_01679;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01679;product=hypothetical protein	107.2634735
133223_AS_042zhAM	Prodigal:002006	CDS	710	2575	.	-	0	ID=JHFGFCBP_01680;eC_number=2.4.1.18;Name=glgB;gene=glgB;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00685;locus_tag=JHFGFCBP_01680;product=1%2C4-alpha-glucan branching enzyme GlgB	97.5133972
133223_AS_042zhAM	Prodigal:002006	CDS	2686	3264	.	+	0	ID=JHFGFCBP_01681;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01681;product=hypothetical protein	97.734024
134449_AS_042zhAM	Prodigal:002006	CDS	323	1549	.	-	0	ID=JHFGFCBP_01682;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01682;product=hypothetical protein	122.264061
134449_AS_042zhAM	Prodigal:002006	CDS	1937	3343	.	-	0	ID=JHFGFCBP_01683;eC_number=1.8.1.14;db_xref=COG:COG0446;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O58308;locus_tag=JHFGFCBP_01683;product=Coenzyme A disulfide reductase	131.1968689
134449_AS_042zhAM	Prodigal:002006	CDS	3609	4412	.	+	0	ID=JHFGFCBP_01684;eC_number=2.1.1.163;Name=COQ5_5;gene=COQ5_5;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01813;locus_tag=JHFGFCBP_01684;product=2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial	100.6803513
136140_AS_042zhAM	Prodigal:002006	CDS	201	1271	.	-	0	ID=JHFGFCBP_01685;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01685;product=hypothetical protein	120.7964554
136140_AS_042zhAM	Prodigal:002006	CDS	1341	2567	.	-	0	ID=JHFGFCBP_01686;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01686;product=hypothetical protein	142.3618622
136140_AS_042zhAM	Prodigal:002006	CDS	2619	3662	.	-	0	ID=JHFGFCBP_01687;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01687;product=hypothetical protein	132.0526886
141667_AS_042zhAM	Prodigal:002006	CDS	58	945	.	+	0	ID=JHFGFCBP_01688;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01688;product=hypothetical protein	24.2545052
141667_AS_042zhAM	Prodigal:002006	CDS	947	1432	.	+	0	ID=JHFGFCBP_01689;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01689;product=hypothetical protein	30.707819
141667_AS_042zhAM	Prodigal:002006	CDS	1493	1900	.	-	0	ID=JHFGFCBP_01690;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01690;product=hypothetical protein	37.2622566
145774_AS_042zhAM	Prodigal:002006	CDS	5	1399	.	-	0	ID=JHFGFCBP_01691;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01691;product=hypothetical protein	121.8566284
145774_AS_042zhAM	Prodigal:002006	CDS	1475	3451	.	-	0	ID=JHFGFCBP_01692;Name=uvrB;gene=uvrB;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00204;locus_tag=JHFGFCBP_01692;product=UvrABC system protein B	129.5022736
145774_AS_042zhAM	Prodigal:002006	CDS	3530	4216	.	+	0	ID=JHFGFCBP_01693;Name=ogg;db_xref=COG:COG1059;gene=ogg;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58134;locus_tag=JHFGFCBP_01693;product=N-glycosylase/DNA lyase	115.2561874
145774_AS_042zhAM	Prodigal:002006	CDS	4217	4957	.	-	0	ID=JHFGFCBP_01694;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01694;product=hypothetical protein	123.5829926
146344_AS_042zhAM	Prodigal:002006	CDS	66	680	.	+	0	ID=JHFGFCBP_01695;Name=xerA_2;db_xref=COG:COG0582;gene=xerA_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9V1P5;locus_tag=JHFGFCBP_01695;product=Tyrosine recombinase XerA	2.9609756
146344_AS_042zhAM	Prodigal:002006	CDS	926	1312	.	+	0	ID=JHFGFCBP_01696;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01696;product=hypothetical protein	2.2506459
146344_AS_042zhAM	Prodigal:002006	CDS	1516	2550	.	-	0	ID=JHFGFCBP_01697;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01697;product=hypothetical protein	1.4202899
146344_AS_042zhAM	Prodigal:002006	CDS	2663	3247	.	-	0	ID=JHFGFCBP_01698;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01698;product=hypothetical protein	1.4905983
146344_AS_042zhAM	Prodigal:002006	CDS	3414	3854	.	-	0	ID=JHFGFCBP_01699;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01699;product=hypothetical protein	99.4308395
146344_AS_042zhAM	Prodigal:002006	CDS	3924	4838	.	-	0	ID=JHFGFCBP_01700;eC_number=2.1.3.3;Name=argF;db_xref=COG:COG0078;gene=argF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q51742;locus_tag=JHFGFCBP_01700;product=Ornithine carbamoyltransferase%2C anabolic	119.3737717
146344_AS_042zhAM	Prodigal:002006	CDS	4869	5255	.	-	0	ID=JHFGFCBP_01701;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01701;product=hypothetical protein	115.5865631
146344_AS_042zhAM	Prodigal:002006	CDS	5256	6494	.	-	0	ID=JHFGFCBP_01702;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01702;product=hypothetical protein	112.9741745
146344_AS_042zhAM	Prodigal:002006	CDS	6505	6966	.	-	0	ID=JHFGFCBP_01703;eC_number=7.-.-.-;Name=rsxB_3;gene=rsxB_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00463;locus_tag=JHFGFCBP_01703;product=Ion-translocating oxidoreductase complex subunit B	142.6731567
146344_AS_042zhAM	Prodigal:002006	CDS	7071	8813	.	+	0	ID=JHFGFCBP_01704;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01704;product=hypothetical protein	126.7940369
146344_AS_042zhAM	Prodigal:002006	CDS	8810	11170	.	+	0	ID=JHFGFCBP_01705;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01705;product=hypothetical protein	128.2215118
146344_AS_042zhAM	Prodigal:002006	CDS	11252	11548	.	+	0	ID=JHFGFCBP_01706;db_xref=COG:COG0023;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q57902;locus_tag=JHFGFCBP_01706;product=Protein translation factor SUI1 	159.8484802
146344_AS_042zhAM	Prodigal:002006	CDS	11638	12039	.	-	0	ID=JHFGFCBP_01707;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01707;product=hypothetical protein	129.4527435
146344_AS_042zhAM	Prodigal:002006	CDS	12049	12273	.	-	0	ID=JHFGFCBP_01708;db_xref=COG:COG1958;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26745;locus_tag=JHFGFCBP_01708;product=Putative snRNP Sm-like protein	135.4711151
146344_AS_042zhAM	Prodigal:002006	CDS	12357	12584	.	-	0	ID=JHFGFCBP_01709;Name=nfuA;gene=nfuA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01637;locus_tag=JHFGFCBP_01709;product=Fe/S biogenesis protein NfuA	156.3947296
146344_AS_042zhAM	Prodigal:002006	CDS	12568	12918	.	-	0	ID=JHFGFCBP_01710;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01710;product=hypothetical protein	155.8205109
146344_AS_042zhAM	Prodigal:002006	CDS	13014	13493	.	+	0	ID=JHFGFCBP_01711;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01711;product=hypothetical protein	127.0166702
146344_AS_042zhAM	Prodigal:002006	CDS	13490	14254	.	+	0	ID=JHFGFCBP_01712;eC_number=2.7.8.26;Name=cobS;gene=cobS;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00719;locus_tag=JHFGFCBP_01712;product=Adenosylcobinamide-GDP ribazoletransferase	140.9359436
146344_AS_042zhAM	Prodigal:002006	CDS	14254	14841	.	+	0	ID=JHFGFCBP_01713;eC_number=2.7.7.62;Name=cobY;db_xref=COG:COG2266;gene=cobY;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58517;locus_tag=JHFGFCBP_01713;product=Adenosylcobinamide-phosphate guanylyltransferase	112.908165
146344_AS_042zhAM	Prodigal:002006	CDS	14838	15200	.	+	0	ID=JHFGFCBP_01714;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01714;product=hypothetical protein	111.7878799
146344_AS_042zhAM	Prodigal:002006	CDS	15443	15892	.	-	0	ID=JHFGFCBP_01715;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01715;product=hypothetical protein	131.071106
146344_AS_042zhAM	Prodigal:002006	CDS	16043	17086	.	-	0	ID=JHFGFCBP_01716;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01716;product=hypothetical protein	118.8572769
146344_AS_042zhAM	Prodigal:002006	CDS	17391	17963	.	+	0	ID=JHFGFCBP_01717;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01717;product=hypothetical protein	131.5287933
146344_AS_042zhAM	Prodigal:002006	CDS	18032	19369	.	+	0	ID=JHFGFCBP_01718;db_xref=COG:COG0541;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q977V2;locus_tag=JHFGFCBP_01718;product=Signal recognition particle 54 kDa protein	136.7959595
146344_AS_042zhAM	Prodigal:002006	CDS	19453	19989	.	-	0	ID=JHFGFCBP_01719;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01719;product=hypothetical protein	105.9702072
146344_AS_042zhAM	Prodigal:002006	CDS	20189	20782	.	-	0	ID=JHFGFCBP_01720;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01720;product=hypothetical protein	127.3451157
146344_AS_042zhAM	Prodigal:002006	CDS	20882	22957	.	-	0	ID=JHFGFCBP_01721;eC_number=6.2.1.13;db_xref=COG:COG1042;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O28341;locus_tag=JHFGFCBP_01721;product=Acetate--CoA ligase [ADP-forming] II	124.1098251
146344_AS_042zhAM	Prodigal:002006	CDS	23034	23777	.	+	0	ID=JHFGFCBP_01722;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01722;product=hypothetical protein	124.1518784
146344_AS_042zhAM	Prodigal:002006	CDS	23784	24173	.	+	0	ID=JHFGFCBP_01723;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01723;product=hypothetical protein	149.9230804
146344_AS_042zhAM	Prodigal:002006	CDS	24226	25677	.	+	0	ID=JHFGFCBP_01724;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01724;product=hypothetical protein	124.2623978
146344_AS_042zhAM	Prodigal:002006	CDS	25706	26563	.	+	0	ID=JHFGFCBP_01725;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01725;product=hypothetical protein	126.7867126
146344_AS_042zhAM	Prodigal:002006	CDS	26677	27045	.	+	0	ID=JHFGFCBP_01726;Name=rpl7ae;db_xref=COG:COG1358;gene=rpl7ae;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9YAX7;locus_tag=JHFGFCBP_01726;product=50S ribosomal protein L7Ae	137.8943024
146344_AS_042zhAM	Prodigal:002006	CDS	27056	27268	.	+	0	ID=JHFGFCBP_01727;db_xref=COG:COG2053;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26356;locus_tag=JHFGFCBP_01727;product=30S ribosomal protein S28e	126.511734
146344_AS_042zhAM	Prodigal:002006	CDS	27274	27444	.	+	0	ID=JHFGFCBP_01728;db_xref=COG:COG2075;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P14116;locus_tag=JHFGFCBP_01728;product=50S ribosomal protein L24e	127.4327469
146344_AS_042zhAM	Prodigal:002006	CDS	27475	27906	.	+	0	ID=JHFGFCBP_01729;eC_number=2.7.4.6;Name=ndk;db_xref=COG:COG0105;gene=ndk;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58661;locus_tag=JHFGFCBP_01729;product=Nucleoside diphosphate kinase	116.4560165
146344_AS_042zhAM	Prodigal:002006	CDS	28005	29813	.	+	0	ID=JHFGFCBP_01730;Name=infB;db_xref=COG:COG0532;gene=infB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O26359;locus_tag=JHFGFCBP_01730;product=putative translation initiation factor IF-2	136.5356598
146344_AS_042zhAM	Prodigal:002006	CDS	29857	30456	.	+	0	ID=JHFGFCBP_01731;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01731;product=hypothetical protein	149.8899994
146344_AS_042zhAM	Prodigal:002006	CDS	30543	30737	.	-	0	ID=JHFGFCBP_01732;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01732;product=hypothetical protein	144.6205139
146344_AS_042zhAM	Prodigal:002006	CDS	30913	32592	.	+	0	ID=JHFGFCBP_01733;Name=ths_2;gene=ths_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O93624;locus_tag=JHFGFCBP_01733;product=Thermosome subunit	132.9107208
146344_AS_042zhAM	Prodigal:002006	CDS	32784	33569	.	+	0	ID=JHFGFCBP_01734;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01734;product=hypothetical protein	137.0305328
146344_AS_042zhAM	Prodigal:002006	CDS	33671	34174	.	+	0	ID=JHFGFCBP_01735;eC_number=2.1.1.-;db_xref=COG:COG2813;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58292;locus_tag=JHFGFCBP_01735;product=putative S-adenosylmethionine-dependent methyltransferase	120.4424591
146344_AS_042zhAM	Prodigal:002006	CDS	34198	35160	.	-	0	ID=JHFGFCBP_01736;eC_number=3.6.5.-;Name=obg_1;gene=obg_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01454;locus_tag=JHFGFCBP_01736;product=GTPase Obg	137.5680237
146344_AS_042zhAM	Prodigal:002006	CDS	35314	35598	.	+	0	ID=JHFGFCBP_01737;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01737;product=hypothetical protein	152.2982483
146344_AS_042zhAM	Prodigal:002006	CDS	35577	36590	.	+	0	ID=JHFGFCBP_01738;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01738;product=hypothetical protein	117.2485199
146344_AS_042zhAM	Prodigal:002006	CDS	36634	37353	.	-	0	ID=JHFGFCBP_01739;eC_number=3.6.1.7;Name=yccX_2;gene=yccX_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01450;locus_tag=JHFGFCBP_01739;product=Acylphosphatase	147.527771
146344_AS_042zhAM	Prodigal:002006	CDS	37604	37780	.	-	0	ID=JHFGFCBP_01740;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01740;product=hypothetical protein	132.7853088
146344_AS_042zhAM	Prodigal:002006	CDS	38080	38847	.	+	0	ID=JHFGFCBP_01741;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01741;product=hypothetical protein	127.1835938
146344_AS_042zhAM	Prodigal:002006	CDS	39024	40004	.	+	0	ID=JHFGFCBP_01742;eC_number=2.7.1.212;db_xref=COG:COG0524;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5JDG9;locus_tag=JHFGFCBP_01742;product=ADP-dependent ribose-1-phosphate kinase	136.7349701
146344_AS_042zhAM	Prodigal:002006	CDS	40039	40347	.	-	0	ID=JHFGFCBP_01743;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01743;product=hypothetical protein	73.2427216
146809_AS_042zhAM	Prodigal:002006	CDS	257	655	.	+	0	ID=JHFGFCBP_01744;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01744;product=hypothetical protein	2.6967418
146809_AS_042zhAM	Prodigal:002006	CDS	480	2126	.	-	0	ID=JHFGFCBP_01745;eC_number=3.6.4.12;Name=MCM_2;db_xref=COG:COG1241;gene=MCM_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9UXG1;locus_tag=JHFGFCBP_01745;product=Minichromosome maintenance protein MCM	117.3381882
146809_AS_042zhAM	Prodigal:002006	CDS	2189	3469	.	-	0	ID=JHFGFCBP_01746;eC_number=3.4.21.-;db_xref=COG:COG1030;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O59179;locus_tag=JHFGFCBP_01746;product=Membrane-bound protease	107.0265427
146809_AS_042zhAM	Prodigal:002006	CDS	3567	4418	.	-	0	ID=JHFGFCBP_01747;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01747;product=hypothetical protein	110.4823914
146809_AS_042zhAM	Prodigal:002006	CDS	4716	4898	.	-	0	ID=JHFGFCBP_01748;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01748;product=hypothetical protein	136.0054626
146809_AS_042zhAM	Prodigal:002006	CDS	4899	5207	.	-	0	ID=JHFGFCBP_01749;db_xref=COG:COG2004;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PZ95;locus_tag=JHFGFCBP_01749;product=30S ribosomal protein S24e	153.4530792
146809_AS_042zhAM	Prodigal:002006	CDS	5210	5713	.	-	0	ID=JHFGFCBP_01750;eC_number=2.7.1.-;db_xref=COG:COG1909;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5JIY7;locus_tag=JHFGFCBP_01750;product=GTP-dependent dephospho-CoA kinase	157.5
146809_AS_042zhAM	Prodigal:002006	CDS	5742	5927	.	-	0	ID=JHFGFCBP_01751;Name=spt4;db_xref=COG:COG2093;gene=spt4;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8U440;locus_tag=JHFGFCBP_01751;product=Transcription elongation factor Spt4	155.8763428
146809_AS_042zhAM	Prodigal:002006	CDS	5924	6508	.	-	0	ID=JHFGFCBP_01752;eC_number=2.7.7.6;Name=rpoE1;db_xref=COG:COG1095;gene=rpoE1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q57840;locus_tag=JHFGFCBP_01752;product=DNA-directed RNA polymerase subunit E'	117.5401688
146809_AS_042zhAM	Prodigal:002006	CDS	6508	6915	.	-	0	ID=JHFGFCBP_01753;eC_number=3.1.-.-;Name=vapC9;db_xref=COG:COG1412;gene=vapC9;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O29664;locus_tag=JHFGFCBP_01753;product=Ribonuclease VapC9	148.9117584
146809_AS_042zhAM	Prodigal:002006	CDS	6925	8220	.	-	0	ID=JHFGFCBP_01754;Name=eif2g;db_xref=COG:COG5257;gene=eif2g;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58657;locus_tag=JHFGFCBP_01754;product=Translation initiation factor 2 subunit gamma	112.7361145
146809_AS_042zhAM	Prodigal:002006	CDS	8291	9253	.	-	0	ID=JHFGFCBP_01755;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01755;product=hypothetical protein	120.0716476
146809_AS_042zhAM	Prodigal:002006	CDS	9332	10261	.	+	0	ID=JHFGFCBP_01756;eC_number=2.7.4.16;Name=thiL_3;gene=thiL_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02128;locus_tag=JHFGFCBP_01756;product=Thiamine-monophosphate kinase	125.6849442
149305_AS_042zhAM	Prodigal:002006	CDS	143	739	.	+	0	ID=JHFGFCBP_01757;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01757;product=hypothetical protein	80.5159149
149305_AS_042zhAM	Prodigal:002006	CDS	784	1767	.	+	0	ID=JHFGFCBP_01758;eC_number=1.1.1.169;db_xref=COG:COG1893;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5JGC2;locus_tag=JHFGFCBP_01758;product=2-dehydropantoate 2-reductase	108.2947159
149661_AS_042zhAM	Prodigal:002006	CDS	103	1020	.	+	0	ID=JHFGFCBP_01759;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01759;product=hypothetical protein	11.3137255
149661_AS_042zhAM	Aragorn:001002	tRNA	1856	1941	.	+	.	ID=JHFGFCBP_01760;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_01760;product=tRNA-Ser(gct)	127.1860428
149661_AS_042zhAM	Prodigal:002006	CDS	2323	2586	.	-	0	ID=JHFGFCBP_01761;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01761;product=hypothetical protein	120.9962158
149661_AS_042zhAM	Prodigal:002006	CDS	2913	4736	.	-	0	ID=JHFGFCBP_01762;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01762;product=hypothetical protein	115.5449524
149661_AS_042zhAM	Prodigal:002006	CDS	4784	5377	.	-	0	ID=JHFGFCBP_01763;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01763;product=hypothetical protein	126.210434
149661_AS_042zhAM	Prodigal:002006	CDS	5518	7401	.	-	0	ID=JHFGFCBP_01764;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01764;product=hypothetical protein	134.4065857
149661_AS_042zhAM	Prodigal:002006	CDS	7548	8618	.	+	0	ID=JHFGFCBP_01765;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01765;product=hypothetical protein	126.8132553
149661_AS_042zhAM	Prodigal:002006	CDS	8691	9338	.	+	0	ID=JHFGFCBP_01766;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01766;product=hypothetical protein	108.8364182
149661_AS_042zhAM	Prodigal:002006	CDS	9352	12027	.	-	0	ID=JHFGFCBP_01767;eC_number=2.7.7.7;Name=pol;gene=pol;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P61876;locus_tag=JHFGFCBP_01767;product=DNA polymerase	132.3038177
149661_AS_042zhAM	Prodigal:002006	CDS	12186	12737	.	-	0	ID=JHFGFCBP_01768;Name=tbp2_2;db_xref=COG:COG2101;gene=tbp2_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:D4H071;locus_tag=JHFGFCBP_01768;product=TATA-box-binding protein 2	136.789856
149661_AS_042zhAM	Aragorn:001002	tRNA	12879	12969	.	-	.	ID=JHFGFCBP_01769;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_01769;product=tRNA-Tyr(gta)	148.5494537
149661_AS_042zhAM	Prodigal:002006	CDS	13022	14257	.	-	0	ID=JHFGFCBP_01770;db_xref=COG:COG1915;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58875;locus_tag=JHFGFCBP_01770;product=putative protein	133.3794556
149661_AS_042zhAM	Prodigal:002006	CDS	14269	15390	.	-	0	ID=JHFGFCBP_01771;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01771;product=hypothetical protein	144.6684418
149661_AS_042zhAM	Prodigal:002006	CDS	15387	16166	.	-	0	ID=JHFGFCBP_01772;db_xref=COG:COG0517;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58622;locus_tag=JHFGFCBP_01772;product=putative protein	138.0525665
149661_AS_042zhAM	Prodigal:002006	CDS	16166	17026	.	-	0	ID=JHFGFCBP_01773;eC_number=1.1.1.205;Name=IMPDH_2;gene=IMPDH_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01964;locus_tag=JHFGFCBP_01773;product=Inosine-5'-monophosphate dehydrogenase	144.3565674
